Country_Name,Cod_Na_UIS,Context_Indicator_Name,EMAC_IND_CONT_COD,Year,Value
Honduras,HN,International migrant stock (% of population),19,2020,
Honduras,HN,"International migrant stock, total",20,2020,
Honduras,HN,"Literacy rate, adult total (% of people ages 15 and above)",21,2020,
Honduras,HN,"Literacy rate, youth total (% of people ages 15-24)",22,2020,
Honduras,HN,Net migration,23,2020,-6199
Honduras,HN,"Over-age students, primary (% of enrollment)",24,2020,
Honduras,HN,"Population ages 0-14, female",25,2020,1534472
Honduras,HN,"Population ages 0-14, male",26,2020,1610061
Honduras,HN,"Population ages 15-64, female",27,2020,3249483
Honduras,HN,"Population ages 15-64, male",28,2020,3311015
Honduras,HN,"Population ages 65 and above, female",29,2020,224828
Honduras,HN,"Population ages 65 and above, male",30,2020,191904
Honduras,HN,"Population, female",31,2020,5008783
Honduras,HN,"Population, male",32,2020,5112980
Honduras,HN,"Population, total",33,2020,10121763
Honduras,HN,Poverty headcount ratio at national poverty lines (% of population),34,2020,
Honduras,HN,"Primary education, pupils",35,2020,1080048
Honduras,HN,"Repeaters, primary, total (% of total enrollment)",36,2020,
Honduras,HN,Rural population,37,2020,4214803
Honduras,HN,"School enrollment, preprimary (% gross)",38,2020,39.36090088
Honduras,HN,"School enrollment, primary (% gross)",39,2020,
Honduras,HN,"School enrollment, primary (% net)",40,2020,
Honduras,HN,"School enrollment, secondary (% gross)",41,2020,
Honduras,HN,"School enrollment, secondary (% net)",42,2020,
Honduras,HN,"Secondary education, pupils",43,2020,607709
Honduras,HN,Urban population,44,2020,5906960
Mexico,MX,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2020,
Mexico,MX,Adolescents out of school (% of lower secondary school age),2,2020,7.818739891
Mexico,MX,Children out of school (% of primary school age),3,2020,0.776350021
Mexico,MX,"Children out of school, primary",4,2020,104092
Mexico,MX,"Compulsory education, duration (years)",5,2020,14
Mexico,MX,"Current education expenditure, total (% of total expenditure in public institutions)",6,2020,
Mexico,MX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2020,65.84581757
Mexico,MX,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2020,83.46855164
Mexico,MX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2020,38.56058121
Mexico,MX,Expenditure on primary education (% of government expenditure on education),10,2020,
Mexico,MX,Expenditure on secondary education (% of government expenditure on education),11,2020,
Mexico,MX,GDP (current US$),12,2020,1.09051E+12
Mexico,MX,GDP per capita (current US$),13,2020,8654.997325
Mexico,MX,Gini index,14,2020,45.4
Mexico,MX,"Government expenditure on education, total (% of GDP)",15,2020,
Mexico,MX,"Government expenditure on education, total (% of government expenditure)",16,2020,
Mexico,MX,"Government expenditure per student, primary (% of GDP per capita)",17,2020,
Mexico,MX,"Government expenditure per student, secondary (% of GDP per capita)",18,2020,
Mexico,MX,International migrant stock (% of population),19,2020,
Mexico,MX,"International migrant stock, total",20,2020,
Mexico,MX,"Literacy rate, adult total (% of people ages 15 and above)",21,2020,95.24784851
Mexico,MX,"Literacy rate, youth total (% of people ages 15-24)",22,2020,99.08241272
Mexico,MX,Net migration,23,2020,-9949
Mexico,MX,"Over-age students, primary (% of enrollment)",24,2020,
Mexico,MX,"Population ages 0-14, female",25,2020,15726752
Mexico,MX,"Population ages 0-14, male",26,2020,16197190
Mexico,MX,"Population ages 15-64, female",27,2020,43188309
Mexico,MX,"Population ages 15-64, male",28,2020,40779429
Mexico,MX,"Population ages 65 and above, female",29,2020,5495791
Mexico,MX,"Population ages 65 and above, male",30,2020,4610831
Mexico,MX,"Population, female",31,2020,64410851
Mexico,MX,"Population, male",32,2020,61587451
Mexico,MX,"Population, total",33,2020,125998302
Mexico,MX,Poverty headcount ratio at national poverty lines (% of population),34,2020,43.9
Mexico,MX,"Primary education, pupils",35,2020,13902903
Mexico,MX,"Repeaters, primary, total (% of total enrollment)",36,2020,
Mexico,MX,Rural population,37,2020,24278613
Mexico,MX,"School enrollment, preprimary (% gross)",38,2020,70.59825134
Mexico,MX,"School enrollment, primary (% gross)",39,2020,103.6920471
Mexico,MX,"School enrollment, primary (% net)",40,2020,
Mexico,MX,"School enrollment, secondary (% gross)",41,2020,101.8352966
Mexico,MX,"School enrollment, secondary (% net)",42,2020,
Mexico,MX,"Secondary education, pupils",43,2020,13709381
Mexico,MX,Urban population,44,2020,101719689
Paraguay,PY,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2020,
Paraguay,PY,Adolescents out of school (% of lower secondary school age),2,2020,
Paraguay,PY,Children out of school (% of primary school age),3,2020,
Paraguay,PY,"Children out of school, primary",4,2020,
Paraguay,PY,"Compulsory education, duration (years)",5,2020,13
Paraguay,PY,"Current education expenditure, total (% of total expenditure in public institutions)",6,2020,94.20191956
Paraguay,PY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2020,53.24330902
Paraguay,PY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2020,77.4958725
Paraguay,PY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2020,42.39099884
Paraguay,PY,Expenditure on primary education (% of government expenditure on education),10,2020,
Paraguay,PY,Expenditure on secondary education (% of government expenditure on education),11,2020,
Paraguay,PY,GDP (current US$),12,2020,35432177936
Paraguay,PY,GDP per capita (current US$),13,2020,5353.348045
Paraguay,PY,Gini index,14,2020,43.5
Paraguay,PY,"Government expenditure on education, total (% of GDP)",15,2020,3.3036201
Paraguay,PY,"Government expenditure on education, total (% of government expenditure)",16,2020,9.843669891
Paraguay,PY,"Government expenditure per student, primary (% of GDP per capita)",17,2020,
Paraguay,PY,"Government expenditure per student, secondary (% of GDP per capita)",18,2020,
Paraguay,PY,International migrant stock (% of population),19,2020,
Paraguay,PY,"International migrant stock, total",20,2020,
Paraguay,PY,"Literacy rate, adult total (% of people ages 15 and above)",21,2020,94.54454803
Paraguay,PY,"Literacy rate, youth total (% of people ages 15-24)",22,2020,98.64470673
Paraguay,PY,Net migration,23,2020,-8230
Paraguay,PY,"Over-age students, primary (% of enrollment)",24,2020,
Paraguay,PY,"Population ages 0-14, female",25,2020,944809
Paraguay,PY,"Population ages 0-14, male",26,2020,988323
Paraguay,PY,"Population ages 15-64, female",27,2020,2129932
Paraguay,PY,"Population ages 15-64, male",28,2020,2147773
Paraguay,PY,"Population ages 65 and above, female",29,2020,219970
Paraguay,PY,"Population ages 65 and above, male",30,2020,187890
Paraguay,PY,"Population, female",31,2020,3294711
Paraguay,PY,"Population, male",32,2020,3323985
Paraguay,PY,"Population, total",33,2020,6618695
Paraguay,PY,Poverty headcount ratio at national poverty lines (% of population),34,2020,26.9
Paraguay,PY,"Primary education, pupils",35,2020,691877
Paraguay,PY,"Repeaters, primary, total (% of total enrollment)",36,2020,
Paraguay,PY,Rural population,37,2020,2502992
Paraguay,PY,"School enrollment, preprimary (% gross)",38,2020,51.09172058
Paraguay,PY,"School enrollment, primary (% gross)",39,2020,
Paraguay,PY,"School enrollment, primary (% net)",40,2020,
Paraguay,PY,"School enrollment, secondary (% gross)",41,2020,
Paraguay,PY,"School enrollment, secondary (% net)",42,2020,
Paraguay,PY,"Secondary education, pupils",43,2020,614037
Paraguay,PY,Urban population,44,2020,4115703
Peru,PE,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2020,
Peru,PE,Adolescents out of school (% of lower secondary school age),2,2020,
Peru,PE,Children out of school (% of primary school age),3,2020,
Peru,PE,"Children out of school, primary",4,2020,
Peru,PE,"Compulsory education, duration (years)",5,2020,14
Peru,PE,"Current education expenditure, total (% of total expenditure in public institutions)",6,2020,86.55557251
Peru,PE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2020,
Peru,PE,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2020,
Peru,PE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2020,
Peru,PE,Expenditure on primary education (% of government expenditure on education),10,2020,
Peru,PE,Expenditure on secondary education (% of government expenditure on education),11,2020,
Peru,PE,GDP (current US$),12,2020,2.01948E+11
Peru,PE,GDP per capita (current US$),13,2020,6063.62658
Peru,PE,Gini index,14,2020,43.8
Peru,PE,"Government expenditure on education, total (% of GDP)",15,2020,4.246679783
Peru,PE,"Government expenditure on education, total (% of government expenditure)",16,2020,15.92708969
Peru,PE,"Government expenditure per student, primary (% of GDP per capita)",17,2020,
Peru,PE,"Government expenditure per student, secondary (% of GDP per capita)",18,2020,
Peru,PE,International migrant stock (% of population),19,2020,
Peru,PE,"International migrant stock, total",20,2020,
Peru,PE,"Literacy rate, adult total (% of people ages 15 and above)",21,2020,94.49793243
Peru,PE,"Literacy rate, youth total (% of people ages 15-24)",22,2020,99.43636322
Peru,PE,Net migration,23,2020,79456
Peru,PE,"Over-age students, primary (% of enrollment)",24,2020,
Peru,PE,"Population ages 0-14, female",25,2020,4366616
Peru,PE,"Population ages 0-14, male",26,2020,4517384
Peru,PE,"Population ages 15-64, female",27,2020,10966919
Peru,PE,"Population ages 15-64, male",28,2020,10705350
Peru,PE,"Population ages 65 and above, female",29,2020,1471788
Peru,PE,"Population ages 65 and above, male",30,2020,1276698
Peru,PE,"Population, female",31,2020,16805323
Peru,PE,"Population, male",32,2020,16499432
Peru,PE,"Population, total",33,2020,33304756
Peru,PE,Poverty headcount ratio at national poverty lines (% of population),34,2020,30.1
Peru,PE,"Primary education, pupils",35,2020,3841744
Peru,PE,"Repeaters, primary, total (% of total enrollment)",36,2020,
Peru,PE,Rural population,37,2020,7228131
Peru,PE,"School enrollment, preprimary (% gross)",38,2020,102.9080276
Peru,PE,"School enrollment, primary (% gross)",39,2020,120.9846115
Peru,PE,"School enrollment, primary (% net)",40,2020,
Peru,PE,"School enrollment, secondary (% gross)",41,2020,110.5849228
Peru,PE,"School enrollment, secondary (% net)",42,2020,
Peru,PE,"Secondary education, pupils",43,2020,2877111
Peru,PE,Urban population,44,2020,26076625
Sint Maarten (Dutch part),SX,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2020,
Sint Maarten (Dutch part),SX,Adolescents out of school (% of lower secondary school age),2,2020,
Sint Maarten (Dutch part),SX,Children out of school (% of primary school age),3,2020,
Sint Maarten (Dutch part),SX,"Children out of school, primary",4,2020,
Sint Maarten (Dutch part),SX,"Compulsory education, duration (years)",5,2020,14
Sint Maarten (Dutch part),SX,"Current education expenditure, total (% of total expenditure in public institutions)",6,2020,
Sint Maarten (Dutch part),SX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2020,
Sint Maarten (Dutch part),SX,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2020,
Sint Maarten (Dutch part),SX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2020,
Sint Maarten (Dutch part),SX,Expenditure on primary education (% of government expenditure on education),10,2020,
Sint Maarten (Dutch part),SX,Expenditure on secondary education (% of government expenditure on education),11,2020,
Sint Maarten (Dutch part),SX,GDP (current US$),12,2020,1240279330
Sint Maarten (Dutch part),SX,GDP per capita (current US$),13,2020,29314.09429
Sint Maarten (Dutch part),SX,Gini index,14,2020,
Sint Maarten (Dutch part),SX,"Government expenditure on education, total (% of GDP)",15,2020,
Sint Maarten (Dutch part),SX,"Government expenditure on education, total (% of government expenditure)",16,2020,
Sint Maarten (Dutch part),SX,"Government expenditure per student, primary (% of GDP per capita)",17,2020,
Sint Maarten (Dutch part),SX,"Government expenditure per student, secondary (% of GDP per capita)",18,2020,
Sint Maarten (Dutch part),SX,International migrant stock (% of population),19,2020,
Sint Maarten (Dutch part),SX,"International migrant stock, total",20,2020,
Sint Maarten (Dutch part),SX,"Literacy rate, adult total (% of people ages 15 and above)",21,2020,
Sint Maarten (Dutch part),SX,"Literacy rate, youth total (% of people ages 15-24)",22,2020,
Sint Maarten (Dutch part),SX,Net migration,23,2020,475
Sint Maarten (Dutch part),SX,"Over-age students, primary (% of enrollment)",24,2020,
Sint Maarten (Dutch part),SX,"Population ages 0-14, female",25,2020,1668
Sint Maarten (Dutch part),SX,"Population ages 0-14, male",26,2020,3610
Sint Maarten (Dutch part),SX,"Population ages 15-64, female",27,2020,15921
Sint Maarten (Dutch part),SX,"Population ages 15-64, male",28,2020,17328
Sint Maarten (Dutch part),SX,"Population ages 65 and above, female",29,2020,2142
Sint Maarten (Dutch part),SX,"Population ages 65 and above, male",30,2020,1640
Sint Maarten (Dutch part),SX,"Population, female",31,2020,19731
Sint Maarten (Dutch part),SX,"Population, male",32,2020,22579
Sint Maarten (Dutch part),SX,"Population, total",33,2020,42310
Sint Maarten (Dutch part),SX,Poverty headcount ratio at national poverty lines (% of population),34,2020,
Sint Maarten (Dutch part),SX,"Primary education, pupils",35,2020,
Sint Maarten (Dutch part),SX,"Repeaters, primary, total (% of total enrollment)",36,2020,
Sint Maarten (Dutch part),SX,Rural population,37,2020,0
Sint Maarten (Dutch part),SX,"School enrollment, preprimary (% gross)",38,2020,
Sint Maarten (Dutch part),SX,"School enrollment, primary (% gross)",39,2020,
Sint Maarten (Dutch part),SX,"School enrollment, primary (% net)",40,2020,
Sint Maarten (Dutch part),SX,"School enrollment, secondary (% gross)",41,2020,
Sint Maarten (Dutch part),SX,"School enrollment, secondary (% net)",42,2020,
Sint Maarten (Dutch part),SX,"Secondary education, pupils",43,2020,
Sint Maarten (Dutch part),SX,Urban population,44,2020,42310
Saint Kitts and Nevis,KN,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2020,
Saint Kitts and Nevis,KN,Adolescents out of school (% of lower secondary school age),2,2020,
Saint Kitts and Nevis,KN,Children out of school (% of primary school age),3,2020,
Saint Kitts and Nevis,KN,"Children out of school, primary",4,2020,
Saint Kitts and Nevis,KN,"Compulsory education, duration (years)",5,2020,12
Saint Kitts and Nevis,KN,"Current education expenditure, total (% of total expenditure in public institutions)",6,2020,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2020,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2020,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2020,
Saint Kitts and Nevis,KN,Expenditure on primary education (% of government expenditure on education),10,2020,
Saint Kitts and Nevis,KN,Expenditure on secondary education (% of government expenditure on education),11,2020,
Saint Kitts and Nevis,KN,GDP (current US$),12,2020,884522222.2
Saint Kitts and Nevis,KN,GDP per capita (current US$),13,2020,18566.01785
Saint Kitts and Nevis,KN,Gini index,14,2020,
Saint Kitts and Nevis,KN,"Government expenditure on education, total (% of GDP)",15,2020,3.398791552
Saint Kitts and Nevis,KN,"Government expenditure on education, total (% of government expenditure)",16,2020,11.11999989
Saint Kitts and Nevis,KN,"Government expenditure per student, primary (% of GDP per capita)",17,2020,
Saint Kitts and Nevis,KN,"Government expenditure per student, secondary (% of GDP per capita)",18,2020,
Saint Kitts and Nevis,KN,International migrant stock (% of population),19,2020,
Saint Kitts and Nevis,KN,"International migrant stock, total",20,2020,
Saint Kitts and Nevis,KN,"Literacy rate, adult total (% of people ages 15 and above)",21,2020,
Saint Kitts and Nevis,KN,"Literacy rate, youth total (% of people ages 15-24)",22,2020,
Saint Kitts and Nevis,KN,Net migration,23,2020,-191
Saint Kitts and Nevis,KN,"Over-age students, primary (% of enrollment)",24,2020,
Saint Kitts and Nevis,KN,"Population ages 0-14, female",25,2020,4780
Saint Kitts and Nevis,KN,"Population ages 0-14, male",26,2020,4761
Saint Kitts and Nevis,KN,"Population ages 15-64, female",27,2020,17407
Saint Kitts and Nevis,KN,"Population ages 15-64, male",28,2020,16313
Saint Kitts and Nevis,KN,"Population ages 65 and above, female",29,2020,2383
Saint Kitts and Nevis,KN,"Population ages 65 and above, male",30,2020,1997
Saint Kitts and Nevis,KN,"Population, female",31,2020,24570
Saint Kitts and Nevis,KN,"Population, male",32,2020,23072
Saint Kitts and Nevis,KN,"Population, total",33,2020,47642
Saint Kitts and Nevis,KN,Poverty headcount ratio at national poverty lines (% of population),34,2020,
Saint Kitts and Nevis,KN,"Primary education, pupils",35,2020,
Saint Kitts and Nevis,KN,"Repeaters, primary, total (% of total enrollment)",36,2020,
Saint Kitts and Nevis,KN,Rural population,37,2020,32948
Saint Kitts and Nevis,KN,"School enrollment, preprimary (% gross)",38,2020,
Saint Kitts and Nevis,KN,"School enrollment, primary (% gross)",39,2020,
Saint Kitts and Nevis,KN,"School enrollment, primary (% net)",40,2020,
Saint Kitts and Nevis,KN,"School enrollment, secondary (% gross)",41,2020,
Saint Kitts and Nevis,KN,"School enrollment, secondary (% net)",42,2020,
Saint Kitts and Nevis,KN,"Secondary education, pupils",43,2020,
Saint Kitts and Nevis,KN,Urban population,44,2020,14694
Uruguay,UY,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2020,
Uruguay,UY,Adolescents out of school (% of lower secondary school age),2,2020,1.159229994
Uruguay,UY,Children out of school (% of primary school age),3,2020,0.268539995
Uruguay,UY,"Children out of school, primary",4,2020,756
Uruguay,UY,"Compulsory education, duration (years)",5,2020,14
Uruguay,UY,"Current education expenditure, total (% of total expenditure in public institutions)",6,2020,96.18579865
Uruguay,UY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2020,
Uruguay,UY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2020,
Uruguay,UY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2020,
Uruguay,UY,Expenditure on primary education (% of government expenditure on education),10,2020,
Uruguay,UY,Expenditure on secondary education (% of government expenditure on education),11,2020,
Uruguay,UY,GDP (current US$),12,2020,53666908480
Uruguay,UY,GDP per capita (current US$),13,2020,15650.49943
Uruguay,UY,Gini index,14,2020,40.2
Uruguay,UY,"Government expenditure on education, total (% of GDP)",15,2020,4.552070141
Uruguay,UY,"Government expenditure on education, total (% of government expenditure)",16,2020,16.36347961
Uruguay,UY,"Government expenditure per student, primary (% of GDP per capita)",17,2020,
Uruguay,UY,"Government expenditure per student, secondary (% of GDP per capita)",18,2020,
Uruguay,UY,International migrant stock (% of population),19,2020,
Uruguay,UY,"International migrant stock, total",20,2020,
Uruguay,UY,"Literacy rate, adult total (% of people ages 15 and above)",21,2020,
Uruguay,UY,"Literacy rate, youth total (% of people ages 15-24)",22,2020,
Uruguay,UY,Net migration,23,2020,-1486
Uruguay,UY,"Over-age students, primary (% of enrollment)",24,2020,
Uruguay,UY,"Population ages 0-14, female",25,2020,331068
Uruguay,UY,"Population ages 0-14, male",26,2020,347783
Uruguay,UY,"Population ages 15-64, female",27,2020,1115888
Uruguay,UY,"Population ages 15-64, male",28,2020,1108390
Uruguay,UY,"Population ages 65 and above, female",29,2020,321966
Uruguay,UY,"Population ages 65 and above, male",30,2020,203993
Uruguay,UY,"Population, female",31,2020,1768921
Uruguay,UY,"Population, male",32,2020,1660166
Uruguay,UY,"Population, total",33,2020,3429086
Uruguay,UY,Poverty headcount ratio at national poverty lines (% of population),34,2020,11.6
Uruguay,UY,"Primary education, pupils",35,2020,293507
Uruguay,UY,"Repeaters, primary, total (% of total enrollment)",36,2020,
Uruguay,UY,Rural population,37,2020,153795
Uruguay,UY,"School enrollment, preprimary (% gross)",38,2020,97.14395905
Uruguay,UY,"School enrollment, primary (% gross)",39,2020,104.1909714
Uruguay,UY,"School enrollment, primary (% net)",40,2020,
Uruguay,UY,"School enrollment, secondary (% gross)",41,2020,119.9372787
Uruguay,UY,"School enrollment, secondary (% net)",42,2020,
Uruguay,UY,"Secondary education, pupils",43,2020,343426
Uruguay,UY,Urban population,44,2020,3275291
Antigua and Barbuda,AG,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2021,
Antigua and Barbuda,AG,Adolescents out of school (% of lower secondary school age),2,2021,
Antigua and Barbuda,AG,Children out of school (% of primary school age),3,2021,
Antigua and Barbuda,AG,"Children out of school, primary",4,2021,
Antigua and Barbuda,AG,"Compulsory education, duration (years)",5,2021,11
Antigua and Barbuda,AG,"Current education expenditure, total (% of total expenditure in public institutions)",6,2021,
Antigua and Barbuda,AG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2021,
Antigua and Barbuda,AG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2021,
Antigua and Barbuda,AG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2021,
Antigua and Barbuda,AG,Expenditure on primary education (% of government expenditure on education),10,2021,
Antigua and Barbuda,AG,Expenditure on secondary education (% of government expenditure on education),11,2021,
Antigua and Barbuda,AG,GDP (current US$),12,2021,1560518519
Antigua and Barbuda,AG,GDP per capita (current US$),13,2021,16740.3482
Antigua and Barbuda,AG,Gini index,14,2021,
Antigua and Barbuda,AG,"Government expenditure on education, total (% of GDP)",15,2021,3.836250067
Antigua and Barbuda,AG,"Government expenditure on education, total (% of government expenditure)",16,2021,9.903229713
Antigua and Barbuda,AG,"Government expenditure per student, primary (% of GDP per capita)",17,2021,
Antigua and Barbuda,AG,"Government expenditure per student, secondary (% of GDP per capita)",18,2021,
Antigua and Barbuda,AG,International migrant stock (% of population),19,2021,
Antigua and Barbuda,AG,"International migrant stock, total",20,2021,
Antigua and Barbuda,AG,"Literacy rate, adult total (% of people ages 15 and above)",21,2021,
Antigua and Barbuda,AG,"Literacy rate, youth total (% of people ages 15-24)",22,2021,
Antigua and Barbuda,AG,Net migration,23,2021,0
Antigua and Barbuda,AG,"Over-age students, primary (% of enrollment)",24,2021,
Antigua and Barbuda,AG,"Population ages 0-14, female",25,2021,8644
Antigua and Barbuda,AG,"Population ages 0-14, male",26,2021,8901
Antigua and Barbuda,AG,"Population ages 15-64, female",27,2021,34508
Antigua and Barbuda,AG,"Population ages 15-64, male",28,2021,31666
Antigua and Barbuda,AG,"Population ages 65 and above, female",29,2021,5558
Antigua and Barbuda,AG,"Population ages 65 and above, male",30,2021,3944
Antigua and Barbuda,AG,"Population, female",31,2021,48709
Antigua and Barbuda,AG,"Population, male",32,2021,44511
Antigua and Barbuda,AG,"Population, total",33,2021,93219
Antigua and Barbuda,AG,Poverty headcount ratio at national poverty lines (% of population),34,2021,
Antigua and Barbuda,AG,"Primary education, pupils",35,2021,
Antigua and Barbuda,AG,"Repeaters, primary, total (% of total enrollment)",36,2021,
Antigua and Barbuda,AG,Rural population,37,2021,70492
Antigua and Barbuda,AG,"School enrollment, preprimary (% gross)",38,2021,
Antigua and Barbuda,AG,"School enrollment, primary (% gross)",39,2021,
Antigua and Barbuda,AG,"School enrollment, primary (% net)",40,2021,
Antigua and Barbuda,AG,"School enrollment, secondary (% gross)",41,2021,
Antigua and Barbuda,AG,"School enrollment, secondary (% net)",42,2021,
Antigua and Barbuda,AG,"Secondary education, pupils",43,2021,
Antigua and Barbuda,AG,Urban population,44,2021,22727
Argentina,AR,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2021,
Argentina,AR,Adolescents out of school (% of lower secondary school age),2,2021,
Argentina,AR,Children out of school (% of primary school age),3,2021,
Argentina,AR,"Children out of school, primary",4,2021,
Argentina,AR,"Compulsory education, duration (years)",5,2021,14
Argentina,AR,"Current education expenditure, total (% of total expenditure in public institutions)",6,2021,
Argentina,AR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2021,
Argentina,AR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2021,
Argentina,AR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2021,
Argentina,AR,Expenditure on primary education (% of government expenditure on education),10,2021,
Argentina,AR,Expenditure on secondary education (% of government expenditure on education),11,2021,
Argentina,AR,GDP (current US$),12,2021,4.87227E+11
Argentina,AR,GDP per capita (current US$),13,2021,10636.11553
Argentina,AR,Gini index,14,2021,42
Argentina,AR,"Government expenditure on education, total (% of GDP)",15,2021,
Argentina,AR,"Government expenditure on education, total (% of government expenditure)",16,2021,
Argentina,AR,"Government expenditure per student, primary (% of GDP per capita)",17,2021,
Argentina,AR,"Government expenditure per student, secondary (% of GDP per capita)",18,2021,
Argentina,AR,International migrant stock (% of population),19,2021,
Argentina,AR,"International migrant stock, total",20,2021,
Argentina,AR,"Literacy rate, adult total (% of people ages 15 and above)",21,2021,
Argentina,AR,"Literacy rate, youth total (% of people ages 15-24)",22,2021,
Argentina,AR,Net migration,23,2021,2344
Argentina,AR,"Over-age students, primary (% of enrollment)",24,2021,
Argentina,AR,"Population ages 0-14, female",25,2021,5204449
Argentina,AR,"Population ages 0-14, male",26,2021,5494980
Argentina,AR,"Population ages 15-64, female",27,2021,14728701
Argentina,AR,"Population ages 15-64, male",28,2021,14965150
Argentina,AR,"Population ages 65 and above, female",29,2021,3197398
Argentina,AR,"Population ages 65 and above, male",30,2021,2218069
Argentina,AR,"Population, female",31,2021,23130548
Argentina,AR,"Population, male",32,2021,22678199
Argentina,AR,"Population, total",33,2021,45808747
Argentina,AR,Poverty headcount ratio at national poverty lines (% of population),34,2021,37.3
Argentina,AR,"Primary education, pupils",35,2021,
Argentina,AR,"Repeaters, primary, total (% of total enrollment)",36,2021,
Argentina,AR,Rural population,37,2021,3559798
Argentina,AR,"School enrollment, preprimary (% gross)",38,2021,
Argentina,AR,"School enrollment, primary (% gross)",39,2021,
Argentina,AR,"School enrollment, primary (% net)",40,2021,
Argentina,AR,"School enrollment, secondary (% gross)",41,2021,
Argentina,AR,"School enrollment, secondary (% net)",42,2021,
Argentina,AR,"Secondary education, pupils",43,2021,
Argentina,AR,Urban population,44,2021,42248949
Bahamas,BS,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2021,
Bahamas,BS,Adolescents out of school (% of lower secondary school age),2,2021,
Bahamas,BS,Children out of school (% of primary school age),3,2021,
Bahamas,BS,"Children out of school, primary",4,2021,
Bahamas,BS,"Compulsory education, duration (years)",5,2021,12
Bahamas,BS,"Current education expenditure, total (% of total expenditure in public institutions)",6,2021,
Bahamas,BS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2021,
Bahamas,BS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2021,
Bahamas,BS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2021,
Bahamas,BS,Expenditure on primary education (% of government expenditure on education),10,2021,
Bahamas,BS,Expenditure on secondary education (% of government expenditure on education),11,2021,
Bahamas,BS,GDP (current US$),12,2021,11527600000
Bahamas,BS,GDP per capita (current US$),13,2021,28260.43255
Bahamas,BS,Gini index,14,2021,
Bahamas,BS,"Government expenditure on education, total (% of GDP)",15,2021,2.782219887
Bahamas,BS,"Government expenditure on education, total (% of government expenditure)",16,2021,10.12944984
Bahamas,BS,"Government expenditure per student, primary (% of GDP per capita)",17,2021,
Bahamas,BS,"Government expenditure per student, secondary (% of GDP per capita)",18,2021,
Bahamas,BS,International migrant stock (% of population),19,2021,
Bahamas,BS,"International migrant stock, total",20,2021,
Bahamas,BS,"Literacy rate, adult total (% of people ages 15 and above)",21,2021,
Bahamas,BS,"Literacy rate, youth total (% of people ages 15-24)",22,2021,
Bahamas,BS,Net migration,23,2021,485
Bahamas,BS,"Over-age students, primary (% of enrollment)",24,2021,
Bahamas,BS,"Population ages 0-14, female",25,2021,39794
Bahamas,BS,"Population ages 0-14, male",26,2021,40248
Bahamas,BS,"Population ages 15-64, female",27,2021,152912
Bahamas,BS,"Population ages 15-64, male",28,2021,140004
Bahamas,BS,"Population ages 65 and above, female",29,2021,20172
Bahamas,BS,"Population ages 65 and above, male",30,2021,14777
Bahamas,BS,"Population, female",31,2021,212878
Bahamas,BS,"Population, male",32,2021,195028
Bahamas,BS,"Population, total",33,2021,407906
